prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,0,5.0003
0,0,1,16,5.0013
0,0,1,32,5.0024
0,0,1,64,5.0044
0,0,1,128,5.0085
0,0,1,256,5.0167
0,0,1,512,5.0331
0,0,1,768,5.0495
0,0,1,1024,5.0659
0,0,1,1152,5.0740
0,0,1,1728,5.1109
0,0,1,2048,5.1314
0,0,1,2592,5.1662
0,0,1,3888,5.2492
0,0,1,4096,5.2625
0,0,1,5832,5.3736
0,0,1,8192,5.5246
0,0,1,8748,5.5602
0,0,1,13122,5.8401
0,0,1,16384,6.0489
0,0,2,0,5.0006
0,0,2,16,5.0027
0,0,2,32,5.0047
0,0,2,64,5.0088
0,0,2,128,5.0170
0,0,2,256,5.0334
0,0,2,512,5.0662
0,0,2,768,5.0989
0,0,2,1024,5.1317
0,0,2,1152,5.1481
0,0,2,1728,5.2218
0,0,2,2048,5.2628
0,0,2,2592,5.3324
0,0,2,3888,5.4983
0,0,2,4096,5.5249
0,0,2,5832,5.7471
0,0,2,8192,6.0492
0,0,2,8748,6.1204
0,0,2,13122,6.6803
0,0,2,16384,7.0978
0,0,4,0,5.0013
0,0,4,16,5.0054
0,0,4,32,5.0095
0,0,4,64,5.0177
0,0,4,128,5.0340
0,0,4,256,5.0668
0,0,4,512,5.1324
0,0,4,768,5.1979
0,0,4,1024,5.2634
0,0,4,1152,5.2962
0,0,4,1728,5.4436
0,0,4,2048,5.5256
0,0,4,2592,5.6648
0,0,4,3888,5.9966
0,0,4,4096,6.0499
0,0,4,5832,6.4943
0,0,4,8192,7.0984
0,0,4,8748,7.2408
0,0,4,13122,8.3605
0,0,4,16384,9.1956
0,0,8,0,5.0026
0,0,8,16,5.0108
0,0,8,32,5.0189
0,0,8,64,5.0353
0,0,8,128,5.0681
0,0,8,256,5.1336
0,0,8,512,5.2647
0,0,8,768,5.3958
0,0,8,1024,5.5268
0,0,8,1152,5.5924
0,0,8,1728,5.8873
0,0,8,2048,6.0511
0,0,8,2592,6.3297
0,0,8,3888,6.9932
0,0,8,4096,7.0997
0,0,8,5832,7.9885
0,0,8,8192,9.1969
0,0,8,8748,9.4815
0,0,8,13122,11.7210
0,0,8,16384,13.3912
0,0,16,0,5.0051
0,0,16,16,5.0215
0,0,16,32,5.0379
0,0,16,64,5.0707
0,0,16,128,5.1362
0,0,16,256,5.2673
0,0,16,512,5.5294
0,0,16,768,5.7916
0,0,16,1024,6.0537
0,0,16,1152,6.1848
0,0,16,1728,6.7746
0,0,16,2048,7.1023
0,0,16,2592,7.6593
0,0,16,3888,8.9864
0,0,16,4096,9.1994
0,0,16,5832,10.9771
0,0,16,8192,13.3937
0,0,16,8748,13.9631
0,0,16,13122,18.4420
0,0,16,16384,21.7823
0,0,32,0,5.0102
0,0,32,16,5.0430
0,0,32,32,5.0758
0,0,32,64,5.1413
0,0,32,128,5.2724
0,0,32,256,5.5345
0,0,32,512,6.0588
0,0,32,768,6.5831
0,0,32,1024,7.1074
0,0,32,1152,7.3695
0,0,32,1728,8.5492
0,0,32,2048,9.2045
0,0,32,2592,10.3187
0,0,32,3888,12.9729
0,0,32,4096,13.3988
0,0,32,5832,16.9542
0,0,32,8192,21.7875
0,0,32,8748,22.9261
0,0,32,13122,31.8841
0,0,32,16384,38.5647
0,0,64,0,5.0205
0,0,64,16,5.0860
0,0,64,32,5.1516
0,0,64,64,5.2826
0,0,64,128,5.5448
0,0,64,256,6.0691
0,0,64,512,7.1176
0,0,64,768,8.1662
0,0,64,1024,9.2148
