layer,tokens,time_us
embedding,1,5.0018
embedding,2,5.0036
embedding,3,5.0054
embedding,4,5.0072
embedding,5,5.0090
embedding,6,5.0108
embedding,7,5.0125
embedding,8,5.0143
embedding,9,5.0161
embedding,10,5.0179
embedding,11,5.0197
embedding,12,5.0215
embedding,13,5.0233
embedding,14,5.0251
embedding,15,5.0269
embedding,16,5.0287
embedding,20,5.0358
embedding,24,5.0430
embedding,28,5.0502
embedding,32,5.0573
embedding,36,5.0645
embedding,40,5.0717
embedding,44,5.0788
embedding,48,5.0860
embedding,52,5.0932
embedding,56,5.1004
embedding,60,5.1075
embedding,64,5.1147
embedding,80,5.1434
embedding,96,5.1720
embedding,112,5.2007
embedding,128,5.2294
embedding,144,5.2580
embedding,160,5.2867
embedding,176,5.3154
embedding,192,5.3441
embedding,208,5.3727
embedding,224,5.4014
embedding,240,5.4301
embedding,256,5.4588
embedding,272,5.4874
embedding,288,5.5161
embedding,304,5.5448
embedding,320,5.5734
embedding,336,5.6021
embedding,352,5.6308
embedding,368,5.6595
embedding,384,5.6881
embedding,400,5.7168
embedding,416,5.7455
embedding,432,5.7741
embedding,448,5.8028
embedding,464,5.8315
embedding,480,5.8602
embedding,496,5.8888
embedding,512,5.9175
embedding,528,5.9462
embedding,544,5.9748
embedding,560,6.0035
embedding,576,6.0322
embedding,592,6.0609
embedding,608,6.0895
embedding,624,6.1182
embedding,640,6.1469
embedding,656,6.1756
embedding,672,6.2042
embedding,688,6.2329
embedding,704,6.2616
embedding,720,6.2902
embedding,736,6.3189
embedding,752,6.3476
embedding,768,6.3763
embedding,784,6.4049
embedding,800,6.4336
embedding,816,6.4623
embedding,832,6.4909
embedding,848,6.5196
embedding,864,6.5483
embedding,880,6.5770
embedding,896,6.6056
embedding,912,6.6343
embedding,928,6.6630
embedding,944,6.6916
embedding,960,6.7203
embedding,976,6.7490
embedding,992,6.7777
embedding,1008,6.8063
embedding,1024,6.8350
embedding,1040,6.8637
embedding,1056,6.8924
embedding,1072,6.9210
embedding,1088,6.9497
embedding,1104,6.9784
embedding,1120,7.0070
embedding,1136,7.0357
embedding,1152,7.0644
embedding,1168,7.0931
embedding,1184,7.1217
embedding,1200,7.1504
embedding,1216,7.1791
embedding,1232,7.2077
embedding,1248,7.2364
embedding,1264,7.2651
embedding,1280,7.2938
embedding,1296,7.3224
embedding,1312,7.3511
embedding,1328,7.3798
embedding,1344,7.4084
embedding,1360,7.4371
embedding,1376,7.4658
embedding,1392,7.4945
embedding,1408,7.5231
embedding,1424,7.5518
embedding,1440,7.5805
embedding,1456,7.6092
embedding,1472,7.6378
embedding,1488,7.6665
embedding,1504,7.6952
embedding,1520,7.7238
embedding,1536,7.7525
embedding,1552,7.7812
embedding,1568,7.8099
embedding,1584,7.8385
embedding,1600,7.8672
embedding,1616,7.8959
embedding,1632,7.9245
embedding,1648,7.9532
embedding,1664,7.9819
embedding,1680,8.0106
embedding,1696,8.0392
embedding,1712,8.0679
embedding,1728,8.0966
embedding,1744,8.1252
embedding,1760,8.1539
embedding,1776,8.1826
embedding,1792,8.2113
embedding,1808,8.2399
embedding,1824,8.2686
embedding,1840,8.2973
embedding,1856,8.3260
embedding,1872,8.3546
embedding,1888,8.3833
embedding,1904,8.4120
embedding,1920,8.4406
embedding,1936,8.4693
embedding,1952,8.4980
embedding,1968,8.5267
embedding,1984,8.5553
embedding,2000,8.5840
embedding,2016,8.6127
embedding,2032,8.6413
embedding,2048,8.6700
layernorm,1,5.0036
layernorm,2,5.0072
layernorm,3,5.0108
layernorm,4,5.0143
layernorm,5,5.0179
layernorm,6,5.0215
layernorm,7,5.0251
layernorm,8,5.0287
layernorm,9,5.0323
layernorm,10,5.0358
layernorm,11,5.0394
layernorm,12,5.0430
